New,AddressID,StreetName,StreetNo,AltStreetName,AltStreetNo,SubdivisionName,SubAcres,ExpansionArea,Zone,Plat_Slide,Cabinet,Slide,PlatAcres,PlatZone-1,PlatZoneAcres-1,PlatZone-2,PlatZoneAcres-2,BuildableLots,NonBuildableLots,PermitNo,Unit,Section,Block,Lot,D_Roads,D_SewerTransmission,D_SewerCapacity,D_Parks,D_Stormwater,D_OpenSpace,D_SewerCredits,D_OtherCredits,D_LedgerEntryType,D_Deferral,D_AmtPaid,D_DatePaid,D_Payment_Type,D_CheckNo,D_Paid_By_Type,D_PaidBy,D_AccountName,D_AccountContact,D_AccountAddress,D_AccountPhone,D_AccountEmail,P_Roads,P_SewerTransmission,P_Parks,P_Stormwater,P_SewerCredits,P_OtherCredits,P_LedgerEntryType,P_Deferral,P_AmtPaid,P_DatePaid,P_Payment_Type,P_CheckNo,P_Paid_By_Type,P_PaidBy,P_AccountName,P_AccountContact,P_AccountAddress,P_AccountPhone,P_AccountEmail,AgreementResolution,CODate_Conditional,CODate_Final,Notes,AccountLedgerAccountFrom-1,AccountLedgerAccountTo-1,AccountLedgerAgreement-1,AccountLedgerAgreementType-1,CreditType-1,EntryDate-1,AccountLedgerAccountFrom-2,AccountLedgerAccountTo-2,AccountLedgerAgreement-2,AccountLedgerAgreementType-2,CreditType-2,EntryDate-2,AccountLedgerAccountFrom-3,AccountLedgerAccountTo-3,AccountLedgerAgreement-3,AccountLedgerAgreementType-3,CreditType-3,EntryDate-3
,1184,Acorn Falls Drive,180,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,156,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1185,Acorn Falls Drive,185,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,145,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1186,Acorn Falls Drive,184,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,157,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1187,Acorn Falls Drive,188,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,158,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1188,Acorn Falls Drive,189,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,144,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1189,Acorn Falls Drive,192,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,159,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1190,Acorn Falls Drive,193,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,143,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1191,Acorn Falls Drive,204,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,133,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1192,Acorn Falls Drive,205,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,140,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1193,Acorn Falls Drive,208,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,134,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1194,Acorn Falls Drive,209,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,139,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1195,Acorn Falls Drive,212,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,135,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1196,Acorn Falls Drive,213,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,138,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1197,Acorn Falls Drive,216,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,136,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,1198,Acorn Falls Drive,217,,,Walnut Creek,,2C,EAR-1,L-905,L,905,,,,,,,,,1,,,137,963.54,1306.88,275.49,184.21,1353.72,334.28,1582.37,2835.75,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,Exactions are paid for the 52 lots of Unit 1 by thru exactions credits by Council Resolution #755-2001 & 406-2002.,,,755-2001,RESOLUTION,"sewer_credits, non_sewer_credits",,,,406-2002,RESOLUTION,"sewer_credits, non_sewer_credits",,,,,,,
,926,Adwalton Road,3001,Market Garden Lane,2153,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,191,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,931,Adwalton Road,3008,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,175,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,932,Adwalton Road,3016,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,176,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,933,Adwalton Road,3024,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,177,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,934,Adwalton Road,3028,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,178,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,935,Adwalton Road,3032,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,179,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,936,Adwalton Road,3036,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,180,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,937,Adwalton Road,3040,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,181,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,938,Adwalton Road,3037,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,182,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,939,Adwalton Road,3033,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,183,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,940,Adwalton Road,3029,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,184,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,941,Adwalton Road,3025,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,185,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,942,Adwalton Road,3021,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,186,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,943,Adwalton Road,3017,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,187,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,944,Adwalton Road,3013,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,188,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,945,Adwalton Road,3009,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,189,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,946,Adwalton Road,3005,,,Gleneagles (Sikura-Justice) Unit 5,,2A,EAR-2,L-742,L,742,,,,,,,,,5,2,,190,518.53,226.13,291.55,66.76,0,121.37,0,706.66,USE,517.68,0,,,,,,,,,,,518.53,226.13,66.76,486.6,0,1071.89,USE,226.13,0,,,,,,,,,,,,,,credits applied to and sewer deferrals per 8/23/02 letter,,,,,,,,,,,,,,,,,,
,5139,Alcott Place,3251,,,Blackford Property,,2A,EAR-2,DP-2014-6,DP,2014-6,,,,,,,,,,,,4,2669.29,664.87,651.88,833.32,795.93,156.43,1316.76,4454.96,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,"this plan was signed March 12, 2014 and the exactions were added a couple days later.  Finance received a letter from Ball Homes dated June 18, 2014 asking to apply credits from resolution 193-2006.  Planning recieved an email on June 25, 2014 asking to apply exaction credits.",Ball Homes LLC,LFUCG,193-2006,RESOLUTION,"sewer_credits, non_sewer_credits",6/18/2014,,,,,,,,,,,,
,5140,Alcott Place,3253,,,Blackford Property,,2A,EAR-2,DP-2014-6,DP,2014-6,,,,,,,,,,,,4,2669.29,664.87,651.88,833.32,795.93,156.43,1316.76,4454.96,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,"this plan was signed March 12, 2014 and the exactions were added a couple days later.  Finance received a letter from Ball Homes dated June 18, 2014 asking to apply credits from resolution 193-2006.  Planning recieved an email on June 25, 2014 asking to apply exaction credits.",Ball Homes LLC,LFUCG,193-2006,RESOLUTION,"sewer_credits, non_sewer_credits",6/18/2014,,,,,,,,,,,,
,5141,Alcott Place,3255,,,Blackford Property,,2A,EAR-2,DP-2014-6,DP,2014-6,,,,,,,,,,,,4,2669.29,664.87,651.88,833.32,795.93,156.43,1316.76,4454.96,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,"this plan was signed March 12, 2014 and the exactions were added a couple days later.  Finance received a letter from Ball Homes dated June 18, 2014 asking to apply credits from resolution 193-2006.  Planning recieved an email on June 25, 2014 asking to apply exaction credits.",Ball Homes LLC,LFUCG,193-2006,RESOLUTION,"sewer_credits, non_sewer_credits",6/18/2014,,,,,,,,,,,,
,5142,Alcott Place,3257,,,Blackford Property,,2A,EAR-2,DP-2014-6,DP,2014-6,,,,,,,,,,,,4,2669.29,664.87,651.88,833.32,795.93,156.43,1316.76,4454.96,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,"this plan was signed March 12, 2014 and the exactions were added a couple days later.  Finance received a letter from Ball Homes dated June 18, 2014 asking to apply credits from resolution 193-2006.  Planning recieved an email on June 25, 2014 asking to apply exaction credits.",Ball Homes LLC,LFUCG,193-2006,RESOLUTION,"sewer_credits, non_sewer_credits",6/18/2014,,,,,,,,,,,,
,5143,Alcott Place,3259,,,Blackford Property,,2A,EAR-2,DP-2014-6,DP,2014-6,,,,,,,,,,,,4,2669.29,664.87,651.88,833.32,795.93,156.43,1316.76,4454.96,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,"this plan was signed March 12, 2014 and the exactions were added a couple days later.  Finance received a letter from Ball Homes dated June 18, 2014 asking to apply credits from resolution 193-2006.  Planning recieved an email on June 25, 2014 asking to apply exaction credits.",Ball Homes LLC,LFUCG,193-2006,RESOLUTION,"sewer_credits, non_sewer_credits",6/18/2014,,,,,,,,,,,,
,5144,Alcott Place,3261,,,Blackford Property,,2A,EAR-2,DP-2014-6,DP,2014-6,,,,,,,,,,,,4,2669.29,664.87,651.88,833.32,795.93,156.43,1316.76,4454.96,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,"this plan was signed March 12, 2014 and the exactions were added a couple days later.  Finance received a letter from Ball Homes dated June 18, 2014 asking to apply credits from resolution 193-2006.  Planning recieved an email on June 25, 2014 asking to apply exaction credits.",Ball Homes LLC,LFUCG,193-2006,RESOLUTION,"sewer_credits, non_sewer_credits",6/18/2014,,,,,,,,,,,,
,5145,Alcott Place,3265,,,Blackford Property,,2A,EAR-2,DP-2014-6,DP,2014-6,,,,,,,,,,,,4,2669.29,664.87,651.88,833.32,795.93,156.43,1316.76,4454.96,USE,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,"this plan was signed March 12, 2014 and the exactions were added a couple days later.  Finance received a letter from Ball Homes dated June 18, 2014 asking to apply credits from resolution 193-2006.  Planning recieved an email on June 25, 2014 asking to apply exaction credits.",Ball Homes LLC,LFUCG,193-2006,RESOLUTION,"sewer_credits, non_sewer_credits",6/18/2014,,,,,,,,,,,,
